"id_dataset","full_text","text_bersih","hasil_sentistrength","label_sentistrength","class"
"716","""@convomf No koment soalnya gw banyak terbantu di era dinasty ini cnth ngurus BPJS gratis kartu prakerja gw dapet bansos PKH gw dapet tanpa perlu ngajuin soal ya klu melalui RT gw korupnya lebih parah duit bansos warga cair aja dia minta persenan tiap warga ouw iya covid gw dapet""",,,,
"717","""@banjarbase Ulah akun kartu prakerja""",,,,
"718","""Kartu Prakerja: Tantangan dan Peluang di Era New Normal https://t.co/DAPruCEkqE""",,,,
"719","""Begini Caranya Cek NIK dan KTP Kamu Sudah Terdaftar Kartu Prakerja atau Belum https://t.co/bmHMGM7SkF #gresiksatu""",,,,
"720","""Daftar kartu prakerja ribet banget Ya Allah mana petugas desanya lelet poll""",,,,
"721","""@cnbcindonesia Jangan khawatir masih ada kartu prakerja dan 10juta lowongan pekerjaan kok dari presiden.""",,,,
"722","""https://t.co/1jj9wCcru4 pendapat oposisi tentang kartu prakerja """,,,,
"723","""Cek NIK Kamu Segera! Begini Cara Cek NIK KTP Sudah Terdaftar Kartu Prakerja atau Belum https://t.co/KFg9rXXRl0 1207325403980003""",,,,
"724","""P2K2 Universitas Riau bekerjasama dengan Yureka Edukasi Cipta (YEC) menyelenggarakan Sosialisasi dan Pendampingan Kartu Prakerja Penasaran kan apa itu Kartu Prakerja? Yuk ikuti kegiatannya dengan melakukan pendaftaran pada link berikut ini : https://t.co/MPXgdByUuR""",,,,
"725","""[HIMASKA INFORMATION] . Assalamualaikum warahmatullahi wabarakatuh . Hidup Mahasiswa! Hidup Rakyat Indonesia! Hidup Perempuan Indonesia! . [5 Juni 2024] . SOSIALISASI DAN PENDAMPINGAN KARTU PRAKERJA . Hallo Calon Wisudawan dan Alumni Universitas Riau https://t.co/2KcJmcEivX""",,,,
"726","""Warga Gorontalo Diminta Manfaatkan Program Kartu Prakerja https://t.co/zfmgL4Txy9""",,,,
"727","""@kopijahepait @cumamaujbjb @mulaiganti @esteh_wasgitel @mungutism @fajarnugros Dari kartu prakerja aja dapet 2 4 juta. Belum bansos dari kiri-kanan atas-bawah depan-belakang. Coba kalau dulu indonesia dilockdown sama si bajingan ini mungkin gua udah mampus. """,,,,
"728","""Tim Prakerja Bantu Masyarakat Gorontalo Daftar Kartu Prakerja https://t.co/TclvE2IEDF""",,,,
"729","""#wta mau nanya dong kok tetep gabisa gabung gelombang kartu prakerja karena nik sudah terdaftar ya? padahal sebelumnya belum pernah daftar dan di PDDikti pun sudah dinyatakan lulus kuliah?? helppp apa harus menunggu ijazah fisik keluar? https://t.co/5zHQn9tnGq""",,,,
"730","""Segera Daftar Gelombang 69 Program Kartu Prakerja Ditutup Hari Ini 5 Juni 2024 https://t.co/m6itNoEznC #Bisnis""",,,,
"731",""" Semoga yg ikut kartu prakerja lulus seleksi yaa. Semoga cepet dapet kerja jg kaliannn. Termasuk akuuuu. Aamiin""",,,,
"732",""" Warga Gorontalo Diminta Manfaatkan Program Kartu Prakerja https://t.co/dZLMCJsSZm https://t.co/kxDP0TFzeu""",,,,
"733","""BISA klo mau... Gak sampe 30 Triliun kok Kurangi kebijakan populis 2 pos saja 1. Evaluasi program Sarapan bergizi Lakukan pendataan ulang scr cermat anak2 yg bnr2 kurang gizi akibat dr lemahnya ekonomi kluarga &amp	 hnya mrk yg berhak mnerima 2. Realokasi dana Kartu Prakerja https://t.co/GIDDsnhtWq""",,,,
"734","""Pendaftaran Kartu Prakerja Gelombang 69 masih dapat dilakukan hingga 5 Juni 2024 pukul 23.59 WIB. https://t.co/MWIqrOWhZy""",,,,
"735","""Apakah Kartu Prakerja Gelombang 69 Terakhir di Tahun Ini! Info Pendaftaran Jadwal Pengumuman Kelulusan dan Persiapan Penting untuk Lolos - Dicintai https://t.co/R7A3BLz1op""",,,,
"736","""Resmi Diperpanjang Simak Syarat dan Cara Daftar Kartu Prakerja https://t.co/8eudt6DLkP""",,,,
"737","""Pengumuman Penting! Kartu Prakerja Gelombang 69 Baru Saja Telah Diumumkan Buruan Cek Kelulusan! https://t.co/7ZCT5WAb1V""",,,,
"738","""Saldo DANA Gratis Rp700.000 Daftarkan Segera Program Kartu Prakerja Gelombang 69 https://t.co/TOR4w4Jcwy via @acuantodaycom""",,,,
"739","""Yuk Daftar Kartu Prakerja Gelombang 69 Terbaru Juni 2024 Dapat Biaya Pelatihan Rp3 5 Juta! https://t.co/FdU8kFGAy3""",,,,
"740","""Masyarakat masih dapat ikut program Kartu Prakerja Gelombang 69. Pendaftaran Kartu Prakerja Gelombang 69 telah dibuka pada Jumat (31/5/2024). https://t.co/rwGGjVRHLA""",,,,
"741","""Masyarakat masih dapat ikut program Kartu Prakerja Gelombang 69. Pendaftaran Kartu Prakerja Gelombang 69 telah dibuka pada Jumat (31/5/2024). https://t.co/eVbzVOMWWw""",,,,
"742","""Cara Cek NIK KTP Sudah Terdaftar Kartu Prakerja atau Belum - detikInet https://t.co/BtwVNDfwne #subhidarajat #digitalmarketing""",,,,
"743","""Pemerintah Indonesia terus membuka pendaftaran untuk program Kartu Prakerja tahun 2024 secara berkala. Begini cara cek NIK KTP kita sudah terdaftar atau belum. https://t.co/E38vFEQpMg""",,,,
"744","""Para calon peserta Kartu Prakerja yang belum memiliki akun pun dapat membuat hal tersebut di situs https://t.co/8B0t4hENB2. Tahapannya adalah sebagai berikut. https://t.co/oY76tgYopj""",,,,
"745","""@jek___ Dikira kartu prakerja jingan. """,,,,
"746","""Kartu Prakerja Gelombang 69 Dibuka Begini Syarat dan Cara Daftarnya - detikFinance https://t.co/wztNvl1lls #subhidarajat #digitalmarketing""",,,,
"747","""Pendaftaran Kartu Pra Kerja gelombang 69 resmi dibuka pada Jumat (31/5/2024). Pengumuman tersebut disampaikan melalui akun resmi Instagram @prakerja.go.id pada Jumat. https://t.co/h7Woq4eqRS""",,,,
"748","""Cek https://t.co/sY2T5XXRWc Kartu Prakerja Gelombang 69 Sudah Dibuka https://t.co/lQ0M8OzJxp""",,,,
"749","""yang sedang menunggu dan baru daftar prakerja gelombang 69 langsung saja join grup. nanti saya bimbing sampai insentif kalian cair. ini tidak dipungut biaya sama sekali ya alias gratis https://t.co/QK6hGp5rar #zonauang #kartuprakerja #prakerja""",,,,
"750","""Gaisss!! PRAKERJA gelombang 69 udah dibuka â€¼ï¸ Yuk yg mau jadi the next penerima kartu prakerja. Lumayan nih dapat insentif 600k + uang survey 100k + sertifikat + ilmu GRATIS tanpa di pungut biaya sama sekali. Dibantuin sampe CAIR Yang mau join langsung cek bio aku ya """,,,,
"751","""@piyapiyoow Bukan info loker tapi mau berbagi info kartu prakerja nanti dapat insentif 600-800 rb tergantung kelas yang di ambil ga perlu ngeluarin uang sepersen pun tinggal ikut daftar kelas nya aja. Kalau berminat boleh dm kak https://t.co/HMN2a3SmVt""",,,,
"752","""@folkshittmedia Di indonesia ortu nya anak masih SD aja udah dipakein sepeda listrik bahkan motor... Pake sepeda udah kelas 6 takut dianggap miskin gak kebeli motor... Padahal kaya aja nggak bahkan hidup dari kartu prakerja aja gaya kalah kalah sultan""",,,,
"753","""Selamat! Anda Bisa Cairkan Saldo Dana Hari Ini 1 Juni 2024 Sebesar Rp2 Juta https://t.co/utBYVrwlRe #Tekno #Hariini #KartuPrakerja #SaldoDANA""",,,,
"754","""Buruan Daftar Sebelum Ditutup! Kartu Prakerja Gelombang 69 Tahun 2024 Dibuka Ini Syarat dan Caranya! https://t.co/ZglVxzsUJi""",,,,
"755","""Mau Insentif Rp600 Ribu! Segera Lakukan Pendaftaran Kartu Prakerja Gelombang 69 Ini Syaratnya! https://t.co/K925bAikj4""",,,,
"756","""Gaes!!! Akhirnya Kartu Prakerja Gelombang 69 Dibuka - https://t.co/tfPUdirBBC https://t.co/jUPvHXYVm8""",,,,
"757","""Kartu Prakerja Gelombang 69 Resmi Dibuka! Penerima Bansos BSU PKH dan BPUM Boleh Daftar https://t.co/mPtO5HZ5TR""",,,,
"758","""Kartu Prakerja Gelombang 69 Resmi Dibuka Cuma Sampai Senin Lihat Syarat dan Cara Pendaftaran untuk Cairkan Insentif Pelatihan Rp4 2 Juta: Kabar dibukanya program Kartu Prakerja Gelombang 69 diumumkan melalui Instagram resminya @prakerja.go.id Jumat https://t.co/eLd7PxSg99 https://t.co/SqTTNM4DM5""",,,,
"759",""" gimana ya cara tulis alamat di kartu prakerja? gagal terus :(""",,,,
"760","""Halo Kesempatan Meningkatkan Keterampilan Kerja dan Mendapatkan Uang Saku Hingga 900 Ribu Rupiah Melalui Progran Kartu Prakerja 2024 Bersama Kami! Apakah kamu siap membangun karir yang sukses sebagai Designer kreatif Marketing strategist atau Professional Secretary? https://t.co/ZifBsRJTAb""",,,,
